,house_fias_id,data,geo_lat,geo_lon,street,house,qc,result,qc_geo,ad_id
1101,4f2d6c8b-4b9a-4872-bc25-541c5662f3a6,"{'source': 'Краснодарский край; Сочи; р-н Адлерский; Адлер жилрайон; улица Кирпичная; 2к2', 'result': 'Краснодарский край, г Сочи, ул Кирпичная, д 2 к 2', 'postal_code': '354340', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '79da737a-603b-4c19-9b54-9114c96fb912', 'city_kladr_id': '2300000700000', 'city_with_type': 'г Сочи', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Сочи', 'city_area': None, 'city_district_fias_id': 'f1acccf5-36e2-44d5-9143-437cc7459ed1', 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Адлерский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Адлерский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'ffd24954-3e21-4079-9bed-7c097356d07e', 'street_kladr_id': '23000007000167200', 'street_with_type': 'ул Кирпичная', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Кирпичная', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '4f2d6c8b-4b9a-4872-bc25-541c5662f3a6', 'house_kladr_id': '2300000700016720048', 'house_cadnum': '23:49:0402014:1275', 'house_type': 'д', 'house_type_full': 'дом', 'house': '2', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '2', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '224507', 'flat_price': None, 'postal_box': None, 'fias_id': '4f2d6c8b-4b9a-4872-bc25-541c5662f3a6', 'fias_code': '23000007000000016720048', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000700016720048', 'capital_marker': '0', 'okato': '03426000000', 'oktmo': '03726000001', 'tax_office': '2367', 'tax_office_legal': '2367', 'timezone': 'UTC+3', 'geo_lat': '43.4471899', 'geo_lon': '39.9093798', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 9, 'qc_house': 2, 'qc': 1, 'unparsed_parts': 'АДЛЕР', 'metro': None}",43.4471899,39.9093798,Кирпичная,2,1,"Краснодарский край, г Сочи, ул Кирпичная, д 2 к 2",0,286887385
1103,7c1c1dd8-3570-4dcb-9c0e-b8d26cfcd715,"{'source': 'Краснодарский край; Анапа; улица Ленина; 180к7', 'result': 'Краснодарский край, г Анапа, ул Ленина, д 180 к 7', 'postal_code': '353454', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': '4504c6b3-f501-4f6b-949f-45704aa3ecdd', 'area_kladr_id': '2300300000000', 'area_with_type': 'Анапский р-н', 'area_type': 'р-н', 'area_type_full': 'район', 'area': 'Анапский', 'city_fias_id': 'eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed', 'city_kladr_id': '2300300100000', 'city_with_type': 'г Анапа', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Анапа', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'bc28d2fb-091c-4472-ac02-042a5fe70fd2', 'street_kladr_id': '23003001000003800', 'street_with_type': 'ул Ленина', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Ленина', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '7c1c1dd8-3570-4dcb-9c0e-b8d26cfcd715', 'house_kladr_id': '2300300100000380386', 'house_cadnum': '23:37:0101049:1523', 'house_type': 'д', 'house_type_full': 'дом', 'house': '180', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '7', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '79936', 'flat_price': None, 'postal_box': None, 'fias_id': '7c1c1dd8-3570-4dcb-9c0e-b8d26cfcd715', 'fias_code': '23003001000000000380386', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300300100000380386', 'capital_marker': '1', 'okato': '03403000000', 'oktmo': '03703000001', 'tax_office': '2301', 'tax_office_legal': '2301', 'timezone': 'UTC+3', 'geo_lat': '44.870572', 'geo_lon': '37.3290643', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",44.870572,37.3290643,Ленина,180,0,"Краснодарский край, г Анапа, ул Ленина, д 180 к 7",0,286891906
1104,339f9c51-4d7c-4f92-b042-7d7632fe5c14,"{'source': 'Краснодарский край; Анапа; Владимирская улица; 154к3', 'result': 'Краснодарский край, г Анапа, ул Владимирская, д 154 к 3', 'postal_code': '353454', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': '4504c6b3-f501-4f6b-949f-45704aa3ecdd', 'area_kladr_id': '2300300000000', 'area_with_type': 'Анапский р-н', 'area_type': 'р-н', 'area_type_full': 'район', 'area': 'Анапский', 'city_fias_id': 'eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed', 'city_kladr_id': '2300300100000', 'city_with_type': 'г Анапа', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Анапа', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '58a78642-fb93-44ca-bf77-d9d6d1deab9f', 'street_kladr_id': '23003001000039000', 'street_with_type': 'ул Владимирская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Владимирская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '339f9c51-4d7c-4f92-b042-7d7632fe5c14', 'house_kladr_id': '2300300100003901400', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '154', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '3', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '65849', 'flat_price': None, 'postal_box': None, 'fias_id': '339f9c51-4d7c-4f92-b042-7d7632fe5c14', 'fias_code': '23003001000000003901400', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300300100003901400', 'capital_marker': '1', 'okato': '03403000000', 'oktmo': '03703000001', 'tax_office': '2301', 'tax_office_legal': '2301', 'timezone': 'UTC+3', 'geo_lat': '44.872101', 'geo_lon': '37.333094', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 1, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",44.872101,37.333094,Владимирская,154,0,"Краснодарский край, г Анапа, ул Владимирская, д 154 к 3",1,286876374
1105,25eb6ca7-ce47-4a77-af0f-5d28c4bfe613,"{'source': 'Краснодарский край; Краснодар; Карасунский; улица Бородинская; 137к1', 'result': 'г Краснодар, тер Пашковский жилой массив, ул Бородинская, д 137 к 1', 'postal_code': '350910', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': 'f1d46a75-ce0c-4c3a-8554-7dbd8b33abe4', 'settlement_kladr_id': '23000001000437000', 'settlement_with_type': 'тер Пашковский жилой массив', 'settlement_type': 'тер', 'settlement_type_full': 'территория', 'settlement': 'Пашковский жилой массив', 'street_fias_id': '4adfc23b-4126-41e7-b3b0-f5606bd1bf36', 'street_kladr_id': '23000001000450100', 'street_with_type': 'ул Бородинская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Бородинская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '25eb6ca7-ce47-4a77-af0f-5d28c4bfe613', 'house_kladr_id': '2300000100045010143', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '137', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '1', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '84795', 'flat_price': None, 'postal_box': None, 'fias_id': '25eb6ca7-ce47-4a77-af0f-5d28c4bfe613', 'fias_code': '23000001000437045010143', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100045010143', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2312', 'tax_office_legal': '2312', 'timezone': 'UTC+3', 'geo_lat': '45.0206222', 'geo_lon': '39.1070472', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 9, 'qc_house': 2, 'qc': 3, 'unparsed_parts': None, 'metro': None}",45.0206222,39.1070472,Бородинская,137,3,"г Краснодар, тер Пашковский жилой массив, ул Бородинская, д 137 к 1",2,286878700
1106,90847b8f-2ce4-4314-9912-8bc6c98715ce,"{'source': 'Краснодарский край; Краснодар; Прикубанский; улица Ольденбуржская; 11', 'result': 'г Краснодар, ул Ольденбуржская, д 11', 'postal_code': '350053', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '3f6b34e5-c359-4735-9c8e-217e80f7411f', 'street_kladr_id': '23000001000201900', 'street_with_type': 'ул Ольденбуржская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Ольденбуржская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '90847b8f-2ce4-4314-9912-8bc6c98715ce', 'house_kladr_id': '2300000100020190001', 'house_cadnum': '23:43:0107001:36643', 'house_type': 'д', 'house_type_full': 'дом', 'house': '11', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '40131', 'flat_price': None, 'postal_box': None, 'fias_id': '90847b8f-2ce4-4314-9912-8bc6c98715ce', 'fias_code': '23000001000000020190001', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100020190001', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2311', 'tax_office_legal': '2311', 'timezone': 'UTC+3', 'geo_lat': '45.1333964', 'geo_lon': '38.9104442', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",45.1333964,38.9104442,Ольденбуржская,11,0,"г Краснодар, ул Ольденбуржская, д 11",0,286878716
1108,e9fb8413-39fa-44c9-9dbe-02e71d887f21,"{'source': 'Краснодарский край; Краснодар; Прикубанский; улица Домбайская; 59', 'result': 'г Краснодар, ул Домбайская, д 59', 'postal_code': '350022', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '281c2f7c-b91f-4992-827c-9666a13f1b0a', 'street_kladr_id': '23000001000110000', 'street_with_type': 'ул Домбайская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Домбайская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'e9fb8413-39fa-44c9-9dbe-02e71d887f21', 'house_kladr_id': '2300000100011000068', 'house_cadnum': '23:43:0143021:28236', 'house_type': 'д', 'house_type_full': 'дом', 'house': '59', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '85792', 'flat_price': None, 'postal_box': None, 'fias_id': 'e9fb8413-39fa-44c9-9dbe-02e71d887f21', 'fias_code': '23000001000000011000068', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100011000068', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2311', 'tax_office_legal': '2311', 'timezone': 'UTC+3', 'geo_lat': '45.0727004', 'geo_lon': '39.0376221', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",45.0727004,39.0376221,Домбайская,59,0,"г Краснодар, ул Домбайская, д 59",0,286878703
1110,cbc0c29c-9da4-4650-bab5-c80b9ed4b222,"{'source': 'Краснодарский край; Краснодар; Карасунский; улица Автолюбителей; 1', 'result': 'г Краснодар, ул Автолюбителей, д 1', 'postal_code': '350065', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '510bf99a-02aa-44f1-9d6b-5e5ffa13f18a', 'street_kladr_id': '23000001000096000', 'street_with_type': 'ул Автолюбителей', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Автолюбителей', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'cbc0c29c-9da4-4650-bab5-c80b9ed4b222', 'house_kladr_id': '2300000100009600097', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '1', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '75910', 'flat_price': None, 'postal_box': None, 'fias_id': 'cbc0c29c-9da4-4650-bab5-c80b9ed4b222', 'fias_code': '23000001000000009600097', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100009600097', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2312', 'tax_office_legal': '2312', 'timezone': 'UTC+3', 'geo_lat': '45.00167', 'geo_lon': '39.069906', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",45.00167,39.069906,Автолюбителей,1,0,"г Краснодар, ул Автолюбителей, д 1",0,286889368
1111,a08de41e-734f-4393-9a5c-a9d5f88c328a,"{'source': 'Краснодарский край; Краснодар; Западный; улица Гаврилова; 60', 'result': 'г Краснодар, ул им. Гаврилова П.М., д 60', 'postal_code': '350020', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '7f79e973-0ac8-40cc-8b6a-6321c5e6fffc', 'street_kladr_id': '23000001000013000', 'street_with_type': 'ул им. Гаврилова П.М.', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'им. Гаврилова П.М.', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'a08de41e-734f-4393-9a5c-a9d5f88c328a', 'house_kladr_id': '2300000100001300069', 'house_cadnum': '23:43:0202067:53', 'house_type': 'д', 'house_type_full': 'дом', 'house': '60', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '118149', 'flat_price': None, 'postal_box': None, 'fias_id': 'a08de41e-734f-4393-9a5c-a9d5f88c328a', 'fias_code': '23000001000000001300069', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100001300069', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2308', 'tax_office_legal': '2308', 'timezone': 'UTC+3', 'geo_lat': '45.052111', 'geo_lon': '38.973849', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",45.052111,38.973849,им. Гаврилова П.М.,60,0,"г Краснодар, ул им. Гаврилова П.М., д 60",0,286878717
1113,f2ccea2e-a6a3-4ac0-9887-15b6eb0c9a75,"{'source': 'Краснодарский край; Краснодар; Карасунский; улица Игнатова; 4/3к2', 'result': 'г Краснодар, ул им. Игнатова, д 4/3 к 2', 'postal_code': '350061', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'c67cddc4-b9b3-4d69-8107-08116b62668f', 'street_kladr_id': '23000001000024900', 'street_with_type': 'ул им. Игнатова', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'им. Игнатова', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'f2ccea2e-a6a3-4ac0-9887-15b6eb0c9a75', 'house_kladr_id': '2300000100002490088', 'house_cadnum': '23:43:0408001:5910', 'house_type': 'д', 'house_type_full': 'дом', 'house': '4/3', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '2', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '98873', 'flat_price': None, 'postal_box': None, 'fias_id': 'f2ccea2e-a6a3-4ac0-9887-15b6eb0c9a75', 'fias_code': '23000001000000002490088', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100002490088', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2312', 'tax_office_legal': '2312', 'timezone': 'UTC+3', 'geo_lat': '45.010433', 'geo_lon': '39.070427', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",45.010433,39.070427,им. Игнатова,4/3,0,"г Краснодар, ул им. Игнатова, д 4/3 к 2",0,286897936
1114,d1646856-b5cd-41d8-a941-46b2d236adf0,"{'source': 'Саратовская область; Саратов; р-н Октябрьский; улица 2-я Садовая; 112', 'result': 'г Саратов, ул 2-я Садовая, д 112', 'postal_code': '410054', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Приволжский', 'region_fias_id': 'df594e0e-a935-4664-9d26-0bae13f904fe', 'region_kladr_id': '6400000000000', 'region_iso_code': 'RU-SAR', 'region_with_type': 'Саратовская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Саратовская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'bf465fda-7834-47d5-986b-ccdb584a85a6', 'city_kladr_id': '6400000100000', 'city_with_type': 'г Саратов', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Саратов', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Октябрьский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Октябрьский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '5556126b-7284-4019-9669-01e3c684d070', 'street_kladr_id': '64000001000110500', 'street_with_type': 'ул 2-я Садовая', 'street_type': 'ул', 'street_type_full': 'улица', 'street': '2-я Садовая', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'd1646856-b5cd-41d8-a941-46b2d236adf0', 'house_kladr_id': '6400000100011050089', 'house_cadnum': '64:48:050203:46', 'house_type': 'д', 'house_type_full': 'дом', 'house': '112', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': 'd1646856-b5cd-41d8-a941-46b2d236adf0', 'fias_code': '64000001000000011050089', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '6400000100011050089', 'capital_marker': '2', 'okato': '63401380000', 'oktmo': '63701000001', 'tax_office': '6451', 'tax_office_legal': '6451', 'timezone': 'UTC+4', 'geo_lat': '51.5330672', 'geo_lon': '45.9744505', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",51.5330672,45.9744505,2-я Садовая,112,0,"г Саратов, ул 2-я Садовая, д 112",0,277327689
